,amount,duration,inst_rate,residing_since,age,num_credits,dependents,status,checkin_acc_A11,checkin_acc_A12,checkin_acc_A13,checkin_acc_A14,credit_history_A30,credit_history_A31,credit_history_A32,credit_history_A33,credit_history_A34,purpose_A40,purpose_A41,purpose_A410,purpose_A42,purpose_A43,purpose_A44,purpose_A45,purpose_A46,purpose_A48,purpose_A49,svaing_acc_A61,svaing_acc_A62,svaing_acc_A63,svaing_acc_A64,svaing_acc_A65,present_emp_since_A71,present_emp_since_A72,present_emp_since_A73,present_emp_since_A74,present_emp_since_A75,personal_status_A91,personal_status_A92,personal_status_A93,personal_status_A94,other_debtors_A101,other_debtors_A102,other_debtors_A103,property_A121,property_A122,property_A123,property_A124,inst_plans_A141,inst_plans_A142,inst_plans_A143,housing_A151,housing_A152,housing_A153,job_A171,job_A172,job_A173,job_A174,telephone_A191,telephone_A192,foreign_worker_A201,foreign_worker_A202
credit_history_A30,0.14718950051334628,0.11821114294968384,-0.055992758208140384,0.002341012513037327,-0.02262976157533341,0.0977441880322001,0.011280547309335566,-0.14476650603589497,0.02334108087866479,0.08331786361972074,-0.01092188655622903,-0.09148588022940271,1.0,-0.046334252462723505,-0.21676211754556057,-0.06340715918772316,-0.13140699451852458,-0.028446188086048506,-0.018803451602071874,0.024370735494399512,-0.00318100528908433,-0.0818317088384978,-0.022496063533292417,0.038964727440437726,-0.04682929057908475,0.03458249157736478,0.1917385473621244,0.061327859144556116,0.014774140544484867,-0.031925514548978864,-0.04583492485141095,-0.043816319869912725,-0.03131834754727816,0.028667568367212706,0.04786485846848272,-0.053304629114299076,-0.013147156993717633,-1.2307234264227918e-17,-0.004413559511103503,0.021327415312903934,-0.02966243718985606,0.047792326701318284,-0.042206273018348055,-0.024822887717288147,-0.07122086684623333,0.00870446897704905,0.04031067352952547,0.0260139720257505,0.06549503553050107,0.0028934784659654907,-0.05980404449377951,0.03780546932146547,-0.039709218318577155,0.011180185145523016,0.004174792225761033,-0.025515518153991248,0.029595200216856618,-0.013221220857494796,0.0016639510957850013,-0.0016639510957850013,-0.01405800604908569,0.014058006049085714
credit_history_A31,0.005924619205632301,0.03337013031381644,0.03038519667375357,0.02968362951477999,0.013923076360508843,-0.0903832623315897,0.06918519928545669,-0.13444779843951415,0.08905362222426678,0.01900244884606816,-0.0016587879963092145,-0.09770514118839567,-0.046334252462723505,1.0,-0.24104425628905254,-0.07051015972195243,-0.14612747662533854,0.005842929484138324,-0.00071629962794056,0.060072720876844114,-0.010455630805557432,-0.04869769847073965,0.01752830099239335,-0.03404471434633872,0.011690351948941755,0.07647152213693591,0.03517102551564647,-0.0430509506792654,0.045004953219342426,0.036474269390108685,0.014042602886015517,-0.011585148432284613,0.03768889812916045,0.007021474750790766,-0.015765460584639877,0.018011278320383205,-0.02554225133666935,-0.009564833412770899,0.018129460651618162,0.01068548140612859,-0.04019781024330574,-0.054916595584993316,0.023151765987738087,0.05115950418942477,-0.029011214760764386,-0.03696231653452708,-0.012473079257200979,0.09566554455987261,0.23017244830080796,0.12469887680303134,-0.2724663792722132,0.014851334857065293,-0.060798524150548934,0.07026739457570147,0.06069938865831469,0.0370596820071723,-0.06591697999430769,0.02280355066080836,0.016955250926114687,-0.016955250926114687,0.019952082941496526,-0.019952082941496446
credit_history_A32,-0.08668063317863593,-0.06983116012409679,-0.018082129664265412,-0.08133127715507647,-0.15575578290117154,-0.4818079708239055,-0.0783385218205992,-0.04372234923380667,0.06639631528539412,0.015497884780538172,0.029770098251321386,-0.08947124064444062,-0.21676211754556057,-0.24104425628905254,1.0,-0.32986248223390774,-0.683617401411215,-0.019024658764442606,-0.023664250336311244,-0.043426621540686286,0.05240362962129942,0.08300052063341036,0.06698004339325993,-0.009015219473076963,-0.03217617207104246,0.004879585030164748,-0.12463418624066057,-0.006511129769490846,0.00929431559169893,0.021523533638766783,-0.041615681731510194,0.010415320066683796,-0.015453569743868429,0.10533565792636865,0.039490642637204094,-0.017017837021101954,-0.11102719674656993,0.013789788030446799,0.09400857677080514,-0.1386490130161047,0.07791886351744275,-0.06008778201228615,0.022937060572717414,0.058115658501395634,0.03802631405267123,-0.004556797893011037,0.012933898449179061,-0.05895112684943188,-0.07917219304827476,-0.06541778035840536,0.10597168310313189,0.08430423844262899,-0.043805003012403164,-0.04028129470129235,-0.02267464291713426,0.010018048746260626,0.01701476112102331,-0.02505217583618105,0.05765460758225774,-0.05765460758225774,-0.004139651084832623,0.00413965108483217
credit_history_A33,0.11355435154229654,0.1372106053814684,-0.014216344117374494,-0.02432566794628847,0.015974512314454632,0.10724653938699406,0.042525901651348647,-0.01232456444410899,-0.09585913707649504,0.09017365154881851,-0.0369605377747738,0.02404142131797842,-0.06340715918772316,-0.07051015972195243,-0.32986248223390774,1.0,-0.19997146127559337,-0.029948512690500778,-0.012356288471571176,0.030603009967854464,-0.054348579991921955,-0.036478247146388386,-0.03423387555726315,0.02560484227359285,0.009717749287841639,-0.02960249690547908,0.17251224050058978,-0.022105283864969627,0.05732202997713874,-0.022432024498526357,-0.0036988793881590014,-0.0009494192016775868,0.00796274632882622,-0.029333096226114862,0.02362358685723675,0.01571697778246165,-0.01838303041650098,0.009717749287841578,-0.08609242721717583,0.07642920300366714,-0.0011724535335849123,0.08731371173447217,-0.046426676981127075,-0.0727514108759392,-0.04562457861051297,0.02160872545131777,0.013372075552834277,0.014160685082696753,-0.0023672288977444784,0.09780472292977016,-0.051092272091443264,-0.043756198383336706,0.01760413242285606,0.028386478605222955,-0.04658926188127461,-0.02294428884819934,-0.003216938693730679,0.04946419679647025,-0.04638445531684469,0.04638445531684469,0.060887989688133436,-0.06088798968813343
credit_history_A34,-0.04180970611733851,-0.07555171921544619,0.03837359211800397,0.08924146895084988,0.16399636464138376,0.46237481948766973,0.02176463755953942,0.18171301969732784,-0.06542991665125597,-0.11800725578076152,-0.0041507741012552805,0.1688785601470448,-0.13140699451852458,-0.14612747662533854,-0.683617401411215,-0.19997146127559337,1.0,0.04897947688358485,0.04207646522747151,-0.010412070240698883,-0.017308030622929682,-0.009982547524985326,-0.05076893163875808,-0.0066805246965317925,0.04385296224553749,-0.03808439670938023,-0.06993969666937919,0.014913220839516614,-0.0735777941162032,-0.01319385493187628,0.06101144097310836,0.013529423931636603,0.007598454541857838,-0.11292478347900367,-0.07113986905897081,0.02328636859509294,0.15096827171615498,-0.016633882231066016,-0.056199937846366316,0.0902179345816026,-0.052878511112162435,0.01701378030468529,0.01093635007509209,-0.032022789118442196,0.031123022434003833,0.005330056799660578,-0.03394625742019608,-0.0007426270626843881,-0.049074786549592436,-0.04953025001614101,0.07057133428974728,-0.08853246072289206,0.08301149661073558,-0.011637615149979711,0.023276985153385096,-0.0032957005310894653,0.001865817675118789,-0.008439567638518566,-0.04311007238847507,0.04311007238847507,-0.03676987074606817,0.03676987074606817
purpose_A40,-0.040791541971203375,-0.1104740518091826,-0.04330027961249365,0.022215686505932735,0.07499203322966823,0.036592556070837244,0.10266258739465313,-0.09690047108093158,0.07352731374817602,-0.0156919024813091,0.012229769095858111,-0.058953647341909866,-0.028446188086048506,0.005842929484138324,-0.019024658764442606,-0.029948512690500778,0.04897947688358485,1.0,-0.18729058006319196,-0.06091239764522733,-0.2598309495468371,-0.3446722437527878,-0.060912397645227524,-0.082896359220647,-0.12679926712403108,-0.05267177710516743,-0.18114883104151913,-0.01497495653453799,0.04583187458354922,-0.016935022070734735,-0.0025634601968651826,-0.005021262557896302,0.034202248460509926,0.004706695854616284,-0.016595844331896197,0.007999780344098104,-0.011963945875198896,-0.01842382513767939,-0.012971972245984734,0.02737432641550533,-0.012487175133916768,0.006197086241184478,0.004836180349836506,-0.012425523319967295,0.04205637639062022,-0.007207239382664114,-0.0536064266450136,0.025939750250484502,0.010063897251562908,-0.06694047174636034,0.027461964928620363,-0.011620405435334174,-0.009617929714854359,0.028369996696756706,0.09423261347304422,0.07204063393595664,-0.08522258444270737,-0.004203819977090813,0.03627477804867043,-0.03627477804867043,-0.15443624123819522,0.15443624123819522
purpose_A41,0.25210131731456825,0.14506733749271428,-0.08672304174236911,0.09868456848069475,0.05028328002253059,-0.011428485393212336,0.05486157064902594,0.09979075742999617,-0.016390251927304776,-0.04975980204669984,-0.06078475930993609,0.09034175659261566,-0.018803451602071874,-0.00071629962794056,-0.023664250336311244,-0.012356288471571176,0.04207646522747151,-0.18729058006319196,1.0,-0.03734517866931057,-0.15930144945466107,-0.21131735119457706,-0.03734517866931084,-0.050823468880033765,-0.0777401886798921,-0.03229288294115826,-0.11106171686729668,-0.08142158190909884,-0.01741511619097066,-0.020162287060034808,0.03164238304570361,0.11189414722482773,0.06294561663286928,-0.05854859284917602,-0.04807312594551232,0.009354902794693152,0.06009520218385092,-0.03245464187607192,-0.05640959233653796,0.0896101552296198,-0.03956654201012209,0.06319699231382697,-0.05347419306250917,-0.0349103828626611,-0.13194086983110193,-0.03815943825241597,0.061504646527902544,0.12886281122089127,-0.012524545223390488,0.0024716496528947173,0.00979095491980446,0.03915953632705652,-0.14137524566426926,0.1576801523483312,-0.028394753575518034,-0.11185723586847474,-0.03332137302874328,0.1830347407891125,-0.13669290669181755,0.13669290669181755,0.03156382383680041,-0.03156382383680027
purpose_A410,0.19289125455702932,0.104128160101475,-0.030815308389790713,0.047490833720702584,0.0426475436620583,0.009322110781434908,0.0035527507254549816,-0.028057520764226532,0.014661125338356989,0.07812099394921122,-0.028576736481155152,-0.07006842981571174,0.024370735494399512,0.060072720876844114,-0.043426621540686286,0.030603009967854464,-0.010412070240698883,-0.06091239764522733,-0.03734517866931057,1.0,-0.051809510288074595,-0.06872660931990038,-0.012145748987853892,-0.016529284842227862,-0.025283392706065923,-0.010502594023463305,-0.036120532376480226,0.014340700103089155,0.02308391302860358,-0.02857673648115515,-0.024746529156023545,-0.004655329259165764,0.1239989583679118,-0.050229771878679136,-0.001319286864938784,-0.05058208781387734,0.02036513892631343,0.016855595137377142,-0.014297430984443114,0.026277339814965595,-0.035080287191386714,-0.12281884477156231,0.1624760145185101,0.015552954773860693,-0.04865756589551808,-0.03881513958246546,0.019813780136659083,0.08019948353848838,0.14155071570347197,0.01892003845034869,-0.13614054405754888,-0.05145968076078772,-0.011288077513012798,0.08000981883059304,0.046081642590453976,-0.03214392817871599,-0.12478535167413138,0.18683489268264092,-0.11514190726830366,0.11514190726830366,-0.027051521117044848,0.027051521117044872
purpose_A42,-0.03403742856995088,-0.06307622651218107,-0.06725490577064963,-0.0060682927271714015,-0.12736518789933313,-0.06263551747748576,-0.08651507185862296,-0.02097059912756873,0.13047866410330192,-0.056749611023801716,-0.004308079783865793,-0.0654535924432043,-0.00318100528908433,-0.010455630805557432,0.05240362962129942,-0.054348579991921955,-0.017308030622929682,-0.2598309495468371,-0.15930144945466107,-0.051809510288074595,1.0,-0.29316363907936305,-0.05180951028807524,-0.07050813860423746,-0.10785009601567692,-0.044800386839396654,-0.15407753738706748,0.10010077809246208,-0.08239789074136637,0.006381944493717407,0.02809101932732338,-0.08143147355754564,-0.0023909719006384557,0.08168022162898757,0.019977395232583153,-0.03078840437619227,-0.06448227883565495,0.07090696920367745,0.10046706379871519,-0.0740423927316485,-0.08673596945370954,-0.019379053210558578,0.05997747429328257,-0.028215660730536055,-0.05219110454147329,0.16618299594905495,-0.04462902126780686,-0.07105036979407832,-0.023716981331474773,0.030594662090787747,0.004445537891496796,0.10569954175419785,-0.04049551553876826,-0.07153012273766848,-0.052801423736273057,-0.020778239539602162,0.06439346208018917,-0.0423347138918553,0.05358670898201445,-0.05358670898201445,0.00959041795153736,-0.009590417951537328
purpose_A43,-0.17320294296822178,-0.04427071300217164,0.13794852095987567,-0.08934213083064925,-0.04615445772472858,-0.03027005225967905,-0.08246417735743698,0.10692217131196477,-0.11345391096065204,-0.001607199860160568,0.058300433173828665,0.07602673841194606,-0.0818317088384978,-0.04869769847073965,0.08300052063341036,-0.036478247146388386,-0.009982547524985326,-0.3446722437527878,-0.21131735119457706,-0.06872660931990038,-0.29316363907936305,1.0,-0.06872660931990004,-0.09353080677240048,-0.1430658458798272,-0.05942883201504098,-0.20438770137169937,0.0007283176073588184,-0.013482105624064504,0.04913369839806944,-0.04625925277592508,0.0043775564510466205,-0.08644369471470599,-0.01274761960428741,0.009786276728553447,0.0016449326451706224,0.04692774095324551,-0.07153292293991294,-0.008668058804494994,-0.03329416864311536,0.1251422396146743,-0.08404660448268463,-0.005391315426022448,0.11475587270727687,0.12393737238574946,-0.10531510633804333,0.06639946357405103,-0.11797692765357265,-0.03811250259839349,-0.00168375671009686,0.034800833112032345,-0.07041403987824606,0.13470543412658967,-0.10935670047980708,-0.0631636617164272,0.005567942539842272,0.08580182859662945,-0.09683924102960811,0.08224303280142908,-0.08224303280142908,0.06324198898586911,-0.06324198898586907
